               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  81,             0.05425,            0.048398,            0.026933,             0.79449,              0.7381,             0.83344,             0.51103,            0.046691,            0.043614,            0.024243,             0.00604,             0.00604,             0.00604
                  82,            0.049674,            0.051942,            0.027042,             0.79449,              0.7381,             0.83344,             0.51103,            0.046691,            0.043614,            0.024243,           0.0059905,           0.0059905,           0.0059905
                  83,            0.051161,            0.044428,            0.028066,             0.55817,              0.7381,             0.74384,             0.38169,            0.054982,            0.044563,            0.023336,            0.005941,            0.005941,            0.005941
                  84,            0.052449,            0.049209,            0.023298,             0.55817,              0.7381,             0.74384,             0.38169,            0.054982,            0.044563,            0.023336,           0.0058915,           0.0058915,           0.0058915
                  85,            0.054237,            0.044215,             0.02492,             0.75176,             0.73415,              0.8348,             0.57597,             0.04325,            0.043233,            0.023041,            0.005842,            0.005842,            0.005842
                  86,            0.047754,             0.04137,            0.023578,             0.75176,             0.73415,              0.8348,             0.57597,             0.04325,            0.043233,            0.023041,           0.0057925,           0.0057925,           0.0057925
                  87,            0.045536,            0.036733,            0.021814,             0.70537,             0.72619,             0.83348,             0.44788,            0.046213,            0.044289,            0.022234,            0.005743,            0.005743,            0.005743
                  88,            0.048223,              0.0425,            0.021885,             0.70537,             0.72619,             0.83348,             0.44788,            0.046213,            0.044289,            0.022234,           0.0056935,           0.0056935,           0.0056935
                  89,            0.047835,            0.041409,            0.024069,             0.68213,             0.75537,             0.81711,             0.58718,            0.044293,            0.043571,            0.021694,            0.005644,            0.005644,            0.005644
                  90,            0.049184,            0.044408,            0.022572,             0.68213,             0.75537,             0.81711,             0.58718,            0.044293,            0.043571,            0.021694,           0.0055945,           0.0055945,           0.0055945
                  91,            0.048051,            0.042992,            0.022761,             0.69346,              0.7381,             0.84184,             0.51901,            0.046767,            0.043845,            0.021181,            0.005545,            0.005545,            0.005545
                  92,            0.047147,            0.042318,             0.02253,             0.69346,              0.7381,             0.84184,             0.51901,            0.046767,            0.043845,            0.021181,           0.0054955,           0.0054955,           0.0054955
                  93,             0.04458,            0.048787,            0.020541,             0.73549,              0.7381,             0.83647,             0.49755,            0.042592,            0.044602,            0.020476,            0.005446,            0.005446,            0.005446
                  94,            0.049004,            0.042953,            0.021802,             0.73549,              0.7381,             0.83647,             0.49755,            0.042592,            0.044602,            0.020476,           0.0053965,           0.0053965,           0.0053965
                  95,            0.044799,             0.04886,            0.023582,              0.7426,              0.7381,             0.85403,              0.5612,            0.046329,            0.044645,            0.020304,            0.005347,            0.005347,            0.005347
                  96,            0.050615,            0.045854,            0.021637,              0.7426,              0.7381,             0.85403,              0.5612,            0.046329,            0.044645,            0.020304,           0.0052975,           0.0052975,           0.0052975
                  97,            0.051024,            0.049306,            0.022846,             0.76707,              0.7381,             0.83976,             0.52212,            0.047463,            0.044621,            0.019718,            0.005248,            0.005248,            0.005248
                  98,            0.045395,            0.046273,            0.020887,             0.76707,              0.7381,             0.83976,             0.52212,            0.047463,            0.044621,            0.019718,           0.0051985,           0.0051985,           0.0051985
                  99,            0.045636,            0.047623,            0.021541,             0.71434,              0.7381,             0.86128,             0.55704,             0.04466,            0.044636,             0.01957,            0.005149,            0.005149,            0.005149
                 100,            0.045492,            0.043497,            0.021302,             0.71434,              0.7381,             0.86128,             0.55704,             0.04466,            0.044636,             0.01957,           0.0050995,           0.0050995,           0.0050995
                 101,            0.048172,            0.045427,             0.02091,             0.59686,             0.84921,             0.84151,             0.55199,            0.041046,            0.043755,            0.019056,             0.00505,             0.00505,             0.00505
                 102,             0.04601,            0.053764,            0.020783,             0.59686,             0.84921,             0.84151,             0.55199,            0.041046,            0.043755,            0.019056,           0.0050005,           0.0050005,           0.0050005
                 103,            0.044615,             0.03792,            0.020406,             0.54301,             0.84095,             0.84663,              0.5251,             0.03709,            0.043526,            0.018874,            0.004951,            0.004951,            0.004951
                 104,            0.048174,            0.058701,            0.018408,             0.54301,             0.84095,             0.84663,              0.5251,             0.03709,            0.043526,            0.018874,           0.0049015,           0.0049015,           0.0049015
                 105,            0.045357,            0.048507,            0.018465,             0.69169,              0.8539,              0.8568,             0.51709,            0.040098,            0.043492,            0.017783,            0.004852,            0.004852,            0.004852
                 106,             0.04507,            0.038458,            0.019091,             0.69169,              0.8539,              0.8568,             0.51709,            0.040098,            0.043492,            0.017783,           0.0048025,           0.0048025,           0.0048025
                 107,            0.045512,            0.032748,            0.017473,             0.75753,             0.85589,             0.84195,              0.4773,            0.037361,            0.042926,            0.017865,            0.004753,            0.004753,            0.004753
                 108,            0.047328,            0.048484,            0.017937,             0.75753,             0.85589,             0.84195,              0.4773,            0.037361,            0.042926,            0.017865,           0.0047035,           0.0047035,           0.0047035
                 109,            0.043433,            0.051946,            0.018069,             0.53801,             0.82987,             0.84525,             0.56792,            0.048009,            0.043693,            0.017051,            0.004654,            0.004654,            0.004654
                 110,            0.045194,            0.047371,            0.018558,             0.53801,             0.82987,             0.84525,             0.56792,            0.048009,            0.043693,            0.017051,           0.0046045,           0.0046045,           0.0046045
                 111,            0.047499,            0.046809,            0.019227,             0.71574,             0.84921,             0.84911,             0.57075,            0.034596,            0.042555,            0.017031,            0.004555,            0.004555,            0.004555
                 112,             0.04447,            0.045316,            0.016299,             0.71574,             0.84921,             0.84911,             0.57075,            0.034596,            0.042555,            0.017031,           0.0045055,           0.0045055,           0.0045055
                 113,            0.041281,            0.036725,            0.016187,             0.77025,             0.82761,             0.84397,             0.50092,            0.039178,             0.04318,            0.016922,            0.004456,            0.004456,            0.004456
                 114,            0.039753,            0.040963,            0.015719,             0.77025,             0.82761,             0.84397,             0.50092,            0.039178,             0.04318,            0.016922,           0.0044065,           0.0044065,           0.0044065
                 115,            0.039892,            0.047362,            0.016291,             0.75554,             0.84921,             0.83819,             0.58985,            0.038398,            0.042918,            0.016541,            0.004357,            0.004357,            0.004357
                 116,            0.041272,            0.045419,            0.017843,             0.75554,             0.84921,             0.83819,             0.58985,            0.038398,            0.042918,            0.016541,           0.0043075,           0.0043075,           0.0043075
                 117,            0.042859,            0.038745,            0.018435,             0.78334,             0.85273,              0.8529,             0.53718,            0.038136,            0.043221,            0.016487,            0.004258,            0.004258,            0.004258
                 118,            0.042506,            0.043782,            0.017528,             0.78334,             0.85273,              0.8529,             0.53718,            0.038136,            0.043221,            0.016487,           0.0042085,           0.0042085,           0.0042085
                 119,            0.042479,            0.039444,            0.018206,              0.7813,             0.84921,              0.8463,             0.50776,            0.040777,            0.042743,            0.016036,            0.004159,            0.004159,            0.004159
                 120,            0.041638,            0.047238,            0.017267,              0.7813,             0.84921,              0.8463,             0.50776,            0.040777,            0.042743,            0.016036,           0.0041095,           0.0041095,           0.0041095
                 121,            0.040003,            0.051955,            0.017275,              0.7068,              0.8548,             0.86534,             0.61837,            0.034938,            0.042684,            0.015959,             0.00406,             0.00406,             0.00406
                 122,            0.042189,             0.05319,            0.017982,              0.7068,              0.8548,             0.86534,             0.61837,            0.034938,            0.042684,            0.015959,           0.0040105,           0.0040105,           0.0040105
                 123,            0.039315,            0.048501,            0.015157,             0.75771,             0.85234,             0.85918,             0.53747,            0.038436,            0.043934,            0.015447,            0.003961,            0.003961,            0.003961
                 124,            0.041257,            0.041756,            0.016699,             0.75771,             0.85234,             0.85918,             0.53747,            0.038436,            0.043934,            0.015447,           0.0039115,           0.0039115,           0.0039115
                 125,            0.044049,            0.038463,            0.017187,             0.70789,             0.85204,             0.86077,             0.58737,            0.033764,            0.042812,            0.015462,            0.003862,            0.003862,            0.003862
                 126,            0.036749,            0.036557,            0.013958,             0.70789,             0.85204,             0.86077,             0.58737,            0.033764,            0.042812,            0.015462,           0.0038125,           0.0038125,           0.0038125
                 127,            0.037963,            0.038343,             0.01579,             0.66837,             0.84921,             0.84815,             0.52636,            0.042411,            0.043985,            0.015043,            0.003763,            0.003763,            0.003763
                 128,            0.040058,            0.036041,            0.015126,             0.66837,             0.84921,             0.84815,             0.52636,            0.042411,            0.043985,            0.015043,           0.0037135,           0.0037135,           0.0037135
                 129,            0.041454,            0.036344,            0.012762,             0.69709,              0.8542,             0.86271,             0.58779,             0.03512,            0.041908,            0.015092,            0.003664,            0.003664,            0.003664
                 130,            0.036899,            0.045858,            0.015456,             0.69709,              0.8542,             0.86271,             0.58779,             0.03512,            0.041908,            0.015092,           0.0036145,           0.0036145,           0.0036145
                 131,            0.041549,            0.041918,            0.018327,             0.78171,             0.84921,             0.84837,             0.61725,            0.033446,            0.041707,             0.01478,            0.003565,            0.003565,            0.003565
                 132,            0.034415,            0.040673,            0.015482,             0.78171,             0.84921,             0.84837,             0.61725,            0.033446,            0.041707,             0.01478,           0.0035155,           0.0035155,           0.0035155
                 133,            0.035494,             0.04562,            0.016951,             0.72779,             0.85688,             0.85098,             0.54336,             0.03401,            0.041415,            0.014534,            0.003466,            0.003466,            0.003466
                 134,            0.034157,            0.047208,            0.015845,             0.72779,             0.85688,             0.85098,             0.54336,             0.03401,            0.041415,            0.014534,           0.0034165,           0.0034165,           0.0034165
                 135,            0.033945,            0.043636,            0.012604,             0.74104,             0.86978,             0.84336,             0.57497,            0.037008,            0.042054,            0.013936,            0.003367,            0.003367,            0.003367
                 136,             0.04046,            0.042341,            0.015057,             0.74104,             0.86978,             0.84336,             0.57497,            0.037008,            0.042054,            0.013936,           0.0033175,           0.0033175,           0.0033175
                 137,            0.040133,            0.036367,            0.014232,             0.73653,             0.87814,             0.84653,             0.57499,            0.033737,            0.041147,            0.013793,            0.003268,            0.003268,            0.003268
                 138,            0.033186,            0.044248,            0.013266,             0.73653,             0.87814,             0.84653,             0.57499,            0.033737,            0.041147,            0.013793,           0.0032185,           0.0032185,           0.0032185
                 139,             0.03716,            0.047976,            0.013959,             0.75423,             0.88095,             0.84812,             0.48985,            0.038228,            0.041937,            0.013371,            0.003169,            0.003169,            0.003169
                 140,            0.037084,            0.040242,            0.012777,             0.75423,             0.88095,             0.84812,             0.48985,            0.038228,            0.041937,            0.013371,           0.0031195,           0.0031195,           0.0031195
                 141,            0.037423,            0.047395,            0.014554,             0.81525,             0.88095,             0.85198,             0.57326,            0.031743,            0.041045,            0.013338,             0.00307,             0.00307,             0.00307
                 142,            0.036719,            0.046658,            0.015786,             0.81525,             0.88095,             0.85198,             0.57326,            0.031743,            0.041045,            0.013338,           0.0030205,           0.0030205,           0.0030205
                 143,            0.035665,            0.043349,            0.013823,             0.75906,             0.88095,              0.8532,             0.54715,            0.036777,            0.041221,            0.013029,            0.002971,            0.002971,            0.002971
                 144,            0.035493,            0.040666,            0.012208,             0.75906,             0.88095,              0.8532,             0.54715,            0.036777,            0.041221,            0.013029,           0.0029215,           0.0029215,           0.0029215
                 145,             0.03793,            0.032248,            0.013175,             0.81439,             0.88095,             0.85324,             0.60046,            0.033294,            0.040634,            0.013005,            0.002872,            0.002872,            0.002872
                 146,            0.033801,            0.040714,            0.013372,             0.81439,             0.88095,             0.85324,             0.60046,            0.033294,            0.040634,            0.013005,           0.0028225,           0.0028225,           0.0028225
                 147,            0.033716,            0.040101,            0.013798,              0.8233,             0.88095,             0.84953,             0.59727,              0.0342,            0.040764,            0.012698,            0.002773,            0.002773,            0.002773
                 148,            0.033949,            0.035573,            0.013414,              0.8233,             0.88095,             0.84953,             0.59727,              0.0342,            0.040764,            0.012698,           0.0027235,           0.0027235,           0.0027235
                 149,            0.034431,            0.039284,            0.012974,             0.82236,             0.88065,             0.85465,             0.65678,             0.03077,            0.040092,            0.012678,            0.002674,            0.002674,            0.002674
                 150,            0.035259,            0.036289,            0.014774,             0.82236,             0.88065,             0.85465,             0.65678,             0.03077,            0.040092,            0.012678,           0.0026245,           0.0026245,           0.0026245
                 151,            0.035584,            0.049964,            0.014568,             0.82711,             0.88095,             0.85474,             0.56118,            0.031427,            0.040796,             0.01236,            0.002575,            0.002575,            0.002575
                 152,            0.032781,            0.039444,            0.013987,             0.82711,             0.88095,             0.85474,             0.56118,            0.031427,            0.040796,             0.01236,           0.0025255,           0.0025255,           0.0025255
                 153,            0.032421,            0.040848,            0.014621,             0.82181,             0.88095,             0.86982,             0.65014,             0.03099,            0.040593,            0.012304,            0.002476,            0.002476,            0.002476
                 154,            0.029615,            0.036414,            0.013481,             0.82181,             0.88095,             0.86982,             0.65014,             0.03099,            0.040593,            0.012304,           0.0024265,           0.0024265,           0.0024265
                 155,             0.03338,            0.040755,            0.013276,             0.82999,             0.88095,             0.87056,             0.61706,            0.029295,            0.040597,            0.012165,            0.002377,            0.002377,            0.002377
                 156,            0.031506,            0.050044,            0.014995,             0.82999,             0.88095,             0.87056,             0.61706,            0.029295,            0.040597,            0.012165,           0.0023275,           0.0023275,           0.0023275
                 157,            0.030912,            0.038541,             0.01187,             0.82729,             0.88095,             0.87011,             0.64939,            0.027407,            0.040555,            0.012069,            0.002278,            0.002278,            0.002278
                 158,            0.030554,            0.041695,            0.012138,             0.82729,             0.88095,             0.87011,             0.64939,            0.027407,            0.040555,            0.012069,           0.0022285,           0.0022285,           0.0022285
                 159,            0.031275,            0.033005,            0.011574,             0.82549,             0.88095,              0.8702,             0.65085,            0.028238,             0.04107,            0.011891,            0.002179,            0.002179,            0.002179
                 160,            0.031048,            0.038898,            0.012328,             0.82549,             0.88095,              0.8702,             0.65085,            0.028238,             0.04107,            0.011891,           0.0021295,           0.0021295,           0.0021295
                 161,            0.032429,            0.044194,             0.01262,              0.8255,             0.88095,             0.87018,             0.65392,            0.027478,            0.040925,            0.011816,             0.00208,             0.00208,             0.00208
                 162,             0.02916,            0.034425,            0.011674,              0.8255,             0.88095,             0.87018,             0.65392,            0.027478,            0.040925,            0.011816,           0.0020305,           0.0020305,           0.0020305
                 163,            0.030301,            0.038341,            0.012457,             0.83081,             0.88095,             0.87028,             0.67829,            0.027826,            0.041387,            0.011677,            0.001981,            0.001981,            0.001981
                 164,            0.031777,            0.040051,            0.013528,             0.83081,             0.88095,             0.87028,             0.67829,            0.027826,            0.041387,            0.011677,           0.0019315,           0.0019315,           0.0019315
